level_0,index,ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
2036,2036,0156711427,passag india,e forster,1965,harvest
2037,2037,0553550039,stori eva luna,isabel,1992,bantam
2038,2038,0345390458,havana bay,c smith,2001,ballantine
2039,2039,0425090787,fourth deadli sin,l sanders,2001,berkley
2040,2040,0553268880,princ tide,c pat,1987,bantam
2041,2041,0399145869,deep south anna pigeon mysteri hardcov,b nevada,2000,putnam
2042,2042,0446521582,honk holler open soon,b letts,1998,warner
2043,2043,0151002630,magician assist,patchett,1997,harcourt
2044,2044,0316666009,one die novel,j patterson,2001,company
2045,2045,0330284142,name rose,e umberto,1984,pan
2046,2046,0345391810,restaur end univ hitchhik trilog paperback,douglas,1995,ballantine
2047,2047,0671516922,trust,krentz,1995,pocket
2048,2048,0671015206,millionair next door,j thomas,1998,pocket
2049,2049,0440216540,,b rosellen,1993,dell
2050,2050,0449209598,murder smithsonian capit crime mysteri,truman,1990,fawcett
2051,2051,0140041079,rommel gunner,spike,1976,penguin
2052,2052,0140431357,te durbervil penguin classic,h thomas,1978,penguin
2053,2053,0446611867,bend road,n sparks,2002,warner
2054,2054,0385336179,shopahol tie knot,k sophie,2003,delta
2055,2055,155054439X,bachelor brother bed breakfast pillow book,b richardson,1995,dougla
2056,2056,060980619X,god save sweet potato queen,b jill,2001,river
2057,2057,0440900794,giver,l lowry,1994,random
2058,2058,0373483880,macgregor serena cain macgregor,n roberts,1998,silhouette
2059,2059,0061042005,suddenli,b delinsky,1994,harpertorch
2060,2060,0553582755,one door away heaven,r,2002,bantam
2061,2061,0452268060,garcia girl lost accent plume contemporari fiction,julia,1992,plume
2062,2062,0439099404,adventur tom sawyer,twain,1999,scholastic
2063,2063,0671759213,come undon,l wally,1993,pocket
2064,2064,044651652X,bridg madison counti,j waller,1992,warner
2065,2065,0312050631,confess fail southern ladi,f king,1990,martin
2066,2066,0446364282,love encor,b sandra,1997,warner
2067,2067,0385337272,devil banker,c reich,2003,delacorte
2068,2068,0142002267,word freak heartbreak triumph geniu ob world competit scrabbl player,f stefan,2002,penguin
2069,2069,0440409942,harri,g paulsen,1995,yearling
2070,2070,0380720132,mysteri cupboard indian cupboard,b reid,1999,harpertrophy
2071,2071,1841952974,im scare,niccolo,2003,canongate
2072,2072,0842329277,assassin assign jerusalem target antichrist left behind six,l tim,2000,publisher
2073,2073,0440439884,island blue dolphin,scott,1971,random
2074,2074,059030271X,charlott web,b white,1974,scholastic
2075,2075,0345339738,return king lord ring part three,j tolkien,1986,del
2076,2076,0590461001,hitchhik point,l stine,1993,scholastic
2077,2077,0064407314,monster rpkg,walter,2001,amistad
2078,2078,0446679593,suzann diari nichola,j patterson,2002,warner
2079,2079,0679441557,ladder year,tyler,1995,random
2080,2080,156512104X,right wrong,b cindy,1999,hill
2081,2081,0886774268,magic price last herald mage seri book three,l mercedes,1994,daw
2082,2082,0886773520,magic pawn last herald mage seri book one,l mercedes,1994,daw
2083,2083,0886774012,magic promi last herald mage seri book two,l mercedes,1994,daw
2084,2084,0609808346,dispatch tenth circl best onion,r siegel,2001,river
2085,2085,0141186151,fifth busi penguin twentieth centuri classic,robertson,2001,penguin
2086,2086,0679417796,alienist,c carr,1994,random
2087,2087,1573225517,high fidel,h nick,1996,riverhead
2088,2088,1550548913,canadian even alreadi one,ferguson,2003,dougla
2089,2089,0380973650,american god novel,g neil,2001,william
2090,2090,0316346624,tip point littl thing make big differ,g malcolm,2002,bay
2091,2091,0802130208,confederaci dunc evergreen book,j toole,1987,grove
2092,2092,0842373195,let roll ordinari peopl extraordinari courag,b lisa,2002,publisher
2093,2093,0156628708,mr dalloway,v woolf,1990,harvest
2094,2094,0752844059,fall inspector rebu,rankin,2001,paperback
2095,2095,0440208459,burn mark v warshawski novel paperback,p sara,1991,dell
2096,2096,0752848224,resurrect men inspector rebu,rankin,2002,paperback
2097,2097,075285111X,question blood,rankin,2003,orion
2098,2098,0449208672,cater street hangman,perry,1990,fawcett
2099,2099,0380725835,endang speci anna pigeon mysteri paperback,b nevada,1998,avon
2100,2100,0886775876,legend nightfal daw book collector,zucker,1993,daw
2101,2101,0060199652,prodig summer,b kingsolver,2000,harpercollin
2102,2102,034541389X,flesh blood,j kellerman,2002,ballantine
2103,2103,0684871580,germ biolog weapon america secret war,j miller,2001,simon
2104,2104,0805033203,short histori small place novel,p r,1994,company
2105,2105,0316284955,white oleand novel oprah book club,f janet,2000,bay
2106,2106,0345412214,last,puzo,1997,ballantine
2107,2107,0345441702,sicilian,puzo,2001,ballantine
2108,2108,0451147367,bachman book rage long walk roadwork run man,k stephen,1991,library
2109,2109,0375501371,widow one year novel,john,1998,random
2110,2110,006447335X,year griffin,wynne,2001,harpertrophy
2111,2111,0312283709,run scissor,burroughs,2002,martin
2112,2112,0060987529,confess ugli stepsist novel,g maguire,2000,regan
2113,2113,0312951426,ice hou,walters,1994,martin
2114,2114,0312953615,sculptress sculptress,walters,1996,martin
2115,2115,0671567829,bookman wake cliff janeway novel paperback,john,1996,pocket
2116,2116,0670820555,spi catcher candid autobiographi senior intellig offic,p wright,1987,penguin
2117,2117,0553270931,still life woodpeck,r tom,1984,bantam
2118,2118,0449241114,crystal cave,stewart,1982,fawcett
2119,2119,0375703764,hou leaf,z,2000,pantheon
2120,2120,0446523321,simpl truth,b david,1998,warner
2121,2121,0441004164,outcast redwal redwal book eight,b jacques,1997,ace
2122,2122,0066620996,good great compani make leap,c jim,2001,harperbusine
2123,2123,0553277472,zen art motorcycl mainten inquiri valu,p robert,1984,bantam
2124,2124,0345433106,syndrom,c john,2002,fawcett
2125,2125,0345443020,perdido street station,c mieville,2001,del
2126,2126,068487217X,angela ash memoir,f mccourt,1999,scribner
2127,2127,0684853159,wasp factori novel,b iain,1998,simon
2128,2128,1573228281,gestur life,c rae,2000,riverhead
2129,2129,0446608262,lion game,nelson,2000,warner
2130,2130,0440214432,pronto,e leonard,1995,dell
2131,2131,0440225779,uncanni,klavan,1998,company
2132,2132,0440935741,high king,lloyd,1988,company
2133,2133,0380804557,stardust,g neil,2003,avon
2134,2134,0099245027,testament,g john,1999,trafalgar
2135,2135,0741412780,great pretend,b millenia,2002,infinity
2136,2136,0684855380,sister black lagoon novel life,f laurie,1999,simon
2137,2137,0525946233,darwin award ii unnatur select,n wendy,2001,dutton
2138,2138,0375410848,true histori kelli gang,c peter,2001,knopf
2139,2139,0553560247,die chocol culinari mysteri paperback,mott,1993,bantam
2140,2140,0312974221,husband friend,n thayer,2001,martin
2141,2141,0345416600,dave barri slept,b dave,1997,ballantine
2142,2142,0800757734,welcom funni farm true misadventur woman edg,k scalf,2001,revell
2143,2143,0887309100,dilbert futur thrive busi stupid twenti one centuri,scott,1998,harperbusine
2144,2144,1593080255,pictur dorian gray,wilde,2003,barne
2145,2145,8433969978,el libro de la ilus,paul,2003,anagrama
2146,2146,0151010633,q,b luther,2004,harcourt
2147,2147,8466612815,estupido hombr blanco,moore,2003,edicione
2148,2148,950491036X,la sombra del viento,c zafon,2003,planeta
2149,2149,0312154542,delta style eve size six neither,b delta,1998,martin
2150,2150,0064408639,auster academi seri unfortun event book five,l snicket,2000,harpercollin
2151,2151,0553295772,extrem measur,palmer,1992,bantam
2152,2152,0345330129,door summer,h robert,1993,del
2153,2153,0743445600,twilight star trek deep space nine mission gamma book one,r,2002,star
2154,2154,0812575717,ender shadow,c scott,2000,tor
2155,2155,0671026356,evil men buffi vampir slayer,h nancy,2000,simon
2156,2156,0671039288,sin father buffi vampir slayer,c golden,1999,simon
2157,2157,0671008781,spectr star trek,william,1998,star
2158,2158,0671874349,life god life god,c douglas,1995,washington
2159,2159,0743439775,flight,b jan,2002,pocket
2160,2160,0449219410,skin tight,c hiaasen,1990,fawcett
2161,2161,0446609781,beneath skin,f nicci,2001,warner
2162,2162,0679454446,lucki,c hiaasen,1997,random
2163,2163,051512608X,reef,n roberts,1999,jove
2164,2164,0451124383,man st petersburg,f ken,1983,penguin
2165,2165,0312978332,name drop two differ woman exact name,h jane,2001,martin
2166,2166,0345294459,chameleon,william,1988,ballantine
2167,2167,0451408888,trial tiffani trott,wolff,1999,onyx
2168,2168,0671524968,lucki,c judy,1986,pocket
2169,2169,0060008776,pagan babi,e leonard,2002,harpertorch
2170,2170,0553574671,prime cut,mott,2000,bantam
2171,2171,0312956126,scold bridl,walters,1995,martin
2172,2172,0385334729,father hou,b plain,2002,delacorte
2173,2173,3257231393,sanft entschlafen commissario brunetti sechster fall,leon,2000,verlag
2174,2174,067088300X,girl guid hunt fish,b melissa,1999,viking
2175,2175,0786869216,pleasur compani novel,steve,2003,hyperion
2176,2176,0446528382,jack straight gut,j welch,2001,warner
2177,2177,0943233437,random act kind,c press,1993,conari
2178,2178,0375727345,hou sand fog,iii,2000,vintage
2179,2179,0156001454,winterd fine mad run iditarod,g paulsen,1995,harvest
2180,2180,0446608890,save faith,b david,2000,warner
2181,2181,0316781460,live new york uncensor histori saturday night live,tom,2002,little
2182,2182,8466610685,el psicoanalista,j katzenbach,2003,edicione
2183,2183,0425188787,hunt season anna pigeon novel paperback,b nevada,2003,berkley
2184,2184,0345382323,pm outlaw elizabeth macpherson novel,sharyn,2001,bantam
2185,2185,0312983298,full speed janet evanovich full seri,e janet,2003,martin
2186,2186,0553275852,monkey raincoat,c robert,1992,crimeline
2187,2187,0440201330,five bell bladebon,g martha,1993,company
2188,2188,0743437640,mulberri tree,jude,2003,pocket
2189,2189,1551668912,thursday eight,macomber,2002,mira
2190,2190,0380017601,love stori,e segal,2002,harpertorch
2191,2191,0671024396,umbrella conspiraci resid evil one,perry,1998,pocket
2192,2192,0140346031,knight kitchen tabl time warp trio,j scieszka,1994,puffin
2193,2193,042515601X,act war tom clanci op center paperback,c tom,1997,berkley
2194,2194,0140293442,fever pitch,h nick,2000,penguin
2195,2195,0140293469,high fidel,h nick,2000,penguin
2196,2196,0920668372,love forev,robert,1986,firefly
2197,2197,0375703861,white teeth novel,zadie,2001,vintage
2198,2198,0060391537,quiver life,q robin,1995,harpercollin
2199,2199,0156011042,east mountain vintag contemporari paperback,guterson,2000,harvest
2200,2200,0812566637,legend short novel master modern fantasi vol one,r silverberg,1999,tor
2201,2201,0060391448,wick life time wick witch west,g maguire,1995,harpercollin
2202,2202,0684829975,vision emma blau,h ursula,2000,simon
2203,2203,0451099648,firestart signet book,k stephen,1981,library
2204,2204,0671776975,river run stori stori,norman,1992,pocket
2205,2205,0440967694,outsid,e hinton,1993,learning
2206,2206,0060801115,death proud memoir,g john,1989,harper
2207,2207,0425152251,sophi world novel histori philosophi,g jostein,1996,berkley
2208,2208,0312924585,silenc lamb,h thomas,1991,martin
2209,2209,0684718634,cri belov countri,paton,1990,simon
2210,2210,0385479565,hot zone,p richard,1995,anchor
2211,2211,0743421574,shanghai babi novel,h wei,2002,washington
2212,2212,0140132708,midnight child,r salman,1995,penguin
2213,2213,0671578103,dragonn eg,b mary,1999,baen
2214,2214,0756401364,long hot summon keeper chronicl number three,h tanya,2003,daw
2215,2215,0886779758,second summon keeper chronicl two,h tanya,2001,daw
2216,2216,1931561230,sleep toward heaven novel,ward,2003,macadam
2217,2217,0060504072,small wonder essay,b kingsolver,2002,harpercollin
2218,2218,0345460952,salmon doubt,douglas,2003,ballantine
2219,2219,0312274920,round ireland fridg,h tony,2001,martin
2220,2220,0440408903,remark journey princ jen,lloyd,1993,yearling
2221,2221,038081658X,fresco,tepper,2002,eo
2222,2222,0380791978,famili tree,tepper,1998,eo
2223,2223,0345409671,memnoch devil vampir chronicl five,rice,1997,ballantine
2224,2224,0380791986,six moon danc,tepper,1999,eo
2225,2225,0886771544,lythand,b zimmer,1986,daw
2226,2226,0312974485,samurai wife sano ichiro mysteri,j rowland,2001,martin
2227,2227,0312979584,black lotu sano ichiro mysteri,j rowland,2002,martin
2228,2228,0553380958,snow crash bantam spectrum book,n stephenson,2000,bantam
2229,2229,0380731800,sky coyot novel compani book two,b kage,2000,eo
2230,2230,0142300608,fire bringer,c davies,2002,puffin
2231,2231,0380731797,garden iden novel compani book one,b kage,1998,eo
2232,2232,0553583891,dream island mediev trilog,j litton,2002,bantam
2233,2233,0684849739,bibl code,michael,1998,touchstone
2234,2234,0312171838,bachelor brother bed breakfast,b richardson,1997,martin
2235,2235,0688175716,strang true,j searles,2004,william
2236,2236,0671042505,last chanc cafe novel,l miller,2002,atria
2237,2237,0743205413,summer greek taverna memoir,tom,2002,simon
2238,2238,0399147853,time chanc,k sharon,2002,putnam
2239,2239,0425162443,raptur canaan,r sheri,1997,berkley
2240,2240,1400060052,lucia lucia novel,trigiani,2003,random
2241,2241,0425183238,mr mike,b freedman,2002,berkley
2242,2242,0373711646,christma angel harlequin superrom one thousand one hundr sixti four,macomber,2003,harlequin
2243,2243,0345423291,keep novel ballantin reader circl,b elizabeth,1999,ballantine
2244,2244,0515132020,heaven earth three sister island trilog,n roberts,2003,jove
2245,2245,0515131229,danc upon air three sister island trilog,n roberts,2003,jove
2246,2246,0446679364,futur homemak america,g laurie,2002,warner
2247,2247,0345445732,enter normal ballantin reader circl,leclaire,2002,ballantine
2248,2248,0451410157,sweet noth,catherine,2002,onyx
2249,2249,1570613818,book lust recommend read everi mood moment reason,n pearl,2003,sasquatch
2250,2250,0385494149,endur love,mcewan,1999,doubleday
2251,2251,0312199430,one thousand white woman journal may dodd novel,f jim,1999,martin
2252,2252,1570089957,rebekah woman genesi woman genesi two,c scott,2001,mountain
2253,2253,0452282101,debt america owe black,r robinson,2001,plume
2254,2254,8432210900,la aventura del tocador de senora,e mendoza,2001,editorial
2255,2255,048627263X,flatland romanc mani dimen dover thrift edit,edwin,1992,dover
2256,2256,0486270610,gift magi short stori dover thrift edit,henry,1992,dover
2257,2257,0330330373,sculptress,walters,1995,macmillan
2258,2258,0571135390,unbear light,k milan,1985,faber
2259,2259,0451183746,road wellvil,b coraghessan,1994,library
2260,2260,038079487X,look like crazi ordinari day,c pearl,1998,perennial
2261,2261,0684872153,angela ash mmp memoir,f mccourt,1999,scribner
2262,2262,0060926317,mutant messag,morgan,1995,perennial
2263,2263,0140622500,ladi chatterley lover penguin popular classic,h lawrence,1997,penguin
2264,2264,0312421273,correct novel,f jonathan,2002,picador
2265,2265,0679454454,sick puppi,c hiaasen,2000,knopf
2266,2266,0778320294,mimosa grove mira,mccall,2004,mira
2267,2267,1575668572,dragon lord daughter,b small,2004,brava
2268,2268,0380811081,magic,k lisa,2004,avon
2269,2269,0373285043,open arm silhouett singl titl,n roberts,2004,silhouette
2270,2270,0399147020,blood lure,b nevada,2001,putnam
2271,2271,0062512668,cube,gottlieb,1995,harpersanfrancisco
2272,2272,0440241162,nerd shine armor,l vicki,2003,company
2273,2273,0786866586,shopgirl novella,steve,2000,hyperion
2274,2274,0061092029,marriag made heaven tire affair,b erma,1994,harpertorch
2275,2275,3492045170,stupid white men ein abrechnung mit dem amerika unter georg w bush,moore,2003,piper
2276,2276,0679756973,anthropologist mar seven paradox tale,w,1996,vintage
2277,2277,1570625190,tao physic,c fritjof,2000,shambhala
2278,2278,0688156819,melancholi death oyster boy stori,b tim,1997,harperentertainment
2279,2279,0762403004,world shortest stori murder love horror suspen much amaz short stori ever written one fifti five word long,steve,1998,publisher
2280,2280,0679723226,doubl indemn vintag crime black lizard,c james,1989,vintage
2281,2281,0679722645,malt falcon vintag crime black lizard,hammett,1989,vintage
