level_0,index,ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
1332,1332,1891105035,thirti minut meal,r ray,1999,lake
1333,1333,0679456937,inn lake devin novel,e lipman,1998,random
1334,1334,0380975580,murder get life southern sister mysteri southern sister mysteri hardcov,george,1998,company
1335,1335,0152008799,finish becca stori peggi shippen benedict arnold,rinaldi,1994,paperback
1336,1336,1558743545,chicken soup soul cookbook chicken soup soul seri paper,c jack,1995,communication
1337,1337,0767906543,mr commit,g mike,2002,broadway
1338,1338,0812524160,nine level,william,1999,tor
1339,1339,076422249X,sacr shore oke janett song acadia two,j oke,2000,publisher
1340,1340,0060617519,long lone,day,1997,harpersanfrancisco
1341,1341,0380978342,ritual proof,joy,2001,company
1342,1342,0785270221,ten command date,b young,1999,nelson
1343,1343,1576737098,boy meet girl say hello courtship,h joshua,2000,multnomah
1344,1344,0590479172,gym teacher black lagoon,thaler,1999,scholastic
1345,1345,0590934252,amber brown go fourth amber brown paperback,paula,1997,jump
1346,1346,067988341X,polar bear past bedtim magic tree hou twelv paper,pope,1998,random
1347,1347,0140386742,jip stori,k paterson,1998,puffin
1348,1348,0439099048,katarina novel,k winter,1999,scholastic
1349,1349,0140376283,phoenix rise,h karen,1995,puffin
1350,1350,0698118804,lost flower child,j taylor,2001,putnam
1351,1351,0684823799,miracl preliminari studi c lewi classic,c lewis,1996,simon
1352,1352,0140481877,master harold boy,fugard,1984,penguin
1353,1353,0064470679,gentlehand,e kerr,1990,harpertrophy
1354,1354,0156004771,spam biographi amaz true stori america miracl meat,c wyman,1999,harvest
1355,1355,0440224578,pride lion,c marsha,1997,dell
1356,1356,0373290861,dreammak harlequin histor four hundr eighti six,j stacy,1999,harlequin
1357,1357,0553581147,ladi conquest,teresa,1998,bantam
1358,1358,0842321950,flame left behind kid three,b jenkins,1998,publisher
1359,1359,0892741880,jihad holi war,l sumrall,1981,sumrall
1360,1360,0679763384,la sonrisa etrusca,j sampedro,1985,random
1361,1361,1557042608,sen sensibl screenplay diari bring jane austen novel film,e thompson,1995,norton
1362,1362,8467001615,de todo lo visibl lo invi,e luca,2003,planeta
1363,1363,840138110X,eva luna plaza janãâ© literaria,isabel,1987,del
1364,1364,8479018070,dejam que te cuenteã let tell stori,b jorge,2003,edicione
1365,1365,8440677219,la rueda de la vida,e ross,2001,edicione
1366,1366,8425309506,tu zona erronea erron zone,w,1985,pubn
1367,1367,8432245933,el invierno en lisboa,molina,1995,planeta
1368,1368,0743448782,honor lost love death modern day jordan,k norma,2003,atria
1369,1369,0385471475,child war woman peac,h ly,1994,anchor
1370,1370,0747233667,bloodi field shrewsburi,e pargeter,1991,headline
1371,1371,0671003526,deadlin,john,1997,pocket
1372,1372,0553103032,ordinari day,j shirley,1996,bantam
1373,1373,0345441710,dragonstar,b hambly,2003,del
1374,1374,0141311096,ear eye arm,f nancy,2002,penguin
1375,1375,0451456599,mother grimm,c wells,1997,roc
1376,1376,0452283167,glori deni saga jim thompson america longest held prison war,p tom,2002,plume
1377,1377,1571310169,empress one,f sullivan,1997,edition
1378,1378,0679416730,sin,h josephine,1992,random
1379,1379,0802136265,pa,l penelope,1999,grove
1380,1380,0395977711,homestead,l rosina,1999,mariner
1381,1381,0380728826,recip dump,stone,1996,avon
1382,1382,0394563158,pigeon,p suskind,1990,smithmark
1383,1383,0812968344,garden earthli delight modern librari twenti centuri rediscoveri,c oates,2003,library
1384,1384,0312243111,love ruin,p walker,1999,picador
1385,1385,0553290983,elven star death gate cycl volum two death gate cycl paperback,weis,1991,bantam
1386,1386,1857988027,hope gollancz sf,j lovegrove,1,gollancz
1387,1387,0575048360,eric,p terry,1990,gollancz
1388,1388,0349115087,english agent,j rathbone,2003,abacu
1389,1389,1551669196,twice burn mira romant suspen,c jan,2002,mira
1390,1390,0140096922,joke,k milan,1986,penguin
1391,1391,014010304X,bride dark stormi yet best bulwer lytton contest,r scott,1988,penguin
1392,1392,1551660016,devil,b sandra,1994,mira
1393,1393,067178577X,thin air star trek new earth book five,k rusch,2000,star
1394,1394,0373168705,virgin bride said wow lockhart texa harlequin american romanc eight hundr seventi,c thacker,2001,harlequin
1395,1395,0373169566,alaskan sky harlequin american romanc nine hundr fifti six,c grace,2003,harlequin
1396,1396,0373169191,blacksheep arrang marriag billion dollar braddock harlequin american romanc seri nine hundr nineteen,k whittenburg,2002,harlequin
1397,1397,037370643X,everi move make four strong men harlequin superrom six hundr forti three,b hutchinson,1995,harlequin
1398,1398,0886778212,mob magic,b thomsen,1998,daw
1399,1399,0449129047,walk beauti,g sabina,1989,fawcett
1400,1400,0553219510,loveswept three hundr long time come,b sandra,1988,loveswept
1401,1401,0671047574,maximum warp book two forev dark star trek next gener sixti three,galanter,2001,star
1402,1402,0373098847,danger allianc men courag silhouett special edit eight hundr eighti four,l mckenna,1994,silhouette
1403,1403,0373076932,guard rain silhouett intim moment six hundr nineti three,b kylie,1996,silhouette
1404,1404,0373243685,expect bride come bride silhoett special edit one thousand three hundr sixti eight,b nikki,2000,silhouette
1405,1405,0312980353,circl star,waldo,2002,martin
1406,1406,037370707X,texa standoff home ranch harlequin superrom seven hundr seven,tom,1996,harlequin
1407,1407,0345446100,edg victori ii rebirth star war new jedi order book eight,g keyes,2001,del
1408,1408,0688103324,know much geographi everyth need know world never learn,c kenneth,1992,company
1409,1409,0553213342,sen sensibl bantam classic,jane,1995,bantam
1410,1410,0877282684,book thoth,crowley,1981,weiser
1411,1411,0764153730,water garden design book,r yvonne,2001,educational
1412,1412,0671704613,magic power self imag psycholog,maltz,1989,pocket
1413,1413,0671629980,hw much planet star trek thirti six star trek number paperback,f john,1987,star
1414,1414,0445204524,cyteen betray cyteen,c j,1989,warner
1415,1415,3442161177,endlich wunschgewicht der einfach weg mit gewichtsproblemen schluã ã zu machen,carr,1998,goldmann
1416,1416,0140445625,short account destruct indi,b las,1999,penguin
1417,1417,0375757295,persua modern librari classic,jane,2001,library
1418,1418,0020199856,love last tycoon,f scott,1995,scribner
1419,1419,0811824225,sleep random beast,g karin,1999,chronicle
1420,1420,0385285019,illu adventur reluct messiah,b richard,1977,delacorte
1421,1421,0821771159,husband materi,liz,2001,corporation
1422,1422,0451526120,age innoc signet classic paperback,e wharton,1996,signet
1423,1423,0440216974,mortal grace,e stewart,1995,company
1424,1424,0345323173,case velvet claw,e stanley,1985,fawcett
1425,1425,0441703534,jaguar,b ransom,1990,ace
1426,1426,0345349520,vaniti dy hard,r rendell,1987,fawcett
1427,1427,0571168639,moon palac,paul,1,faber
1428,1428,1889853038,nur stori,c gino,1997,aah
1429,1429,0140252525,apprenticeship duddi kravitz,richler,1996,penguin
1430,1430,0340728256,oxygen,miller,2001,sceptre
1431,1431,1894294424,donovan station novel,robin,2002,creative
1432,1432,0345417941,cider hou rule,john,1997,ballantine
1433,1433,0676971997,wise foolish virgin,hannah,1999,vintage
1434,1434,0920897533,choru mushroom nunatak seri,g hiromi,1996,newest
1435,1435,0002244098,dust dust stori,f timothy,1997,harpercollin
1436,1436,0679767770,wed novel vintag intern,b john,1996,vintage
1437,1437,1552630110,get edgar,b joan,1999,key
1438,1438,1573229717,miracl st anna,j mcbride,2003,riverhead
1439,1439,0671775464,play away,parks,2001,pocket
1440,1440,0451458753,angri lead sky garrett p,c glen,2002,roc
1441,1441,0440223253,woman case,p sara,1997,dell
1442,1442,0061080969,someth cook angi amalfi mysteri,j pence,1993,harpertorch
1443,1443,067087762X,ranch dream heartwarm stori america unusu anim sanctuari,cleveland,1997,viking
1444,1444,0804118906,woman wing,c may,1999,ivy
1445,1445,1592980414,danc tree,susan,2004,beaver
1446,1446,0385176228,neverend stori,e michael,1983,doubleday
1447,1447,0439087171,read bunni,r wells,1999,scholastic
1448,1448,0020223722,green valley,l richard,1992,scribner
1449,1449,0767916220,christma stori book inspir hilari classic film,j shepherd,2003,broadway
1450,1450,0786863153,pour heart starbuck built compani one cup time,h schultz,1997,hyperion
1451,1451,0345330455,garfield halloween adventur formerli titl garfield disgui,jim,1985,ballantine
1452,1452,0786862343,shirt shoe problem,f jeff,1996,hyperion
1453,1453,0439076668,mari antoinett princess versail austria franc one thousand seven hundr sixti nine royal diari,k lasky,2000,scholastic
1454,1454,0743442911,turn girl,b cheryl,2002,washington
1455,1455,0060256680,sidewalk end poem draw shel silverstein,silverstein,1975,publisher
1456,1456,0395860296,kowloon tong,p theroux,1997,company
1457,1457,0740713957,fresh one sucka boondock collect,mcgruder,2001,andrew
1458,1458,1880985020,high adventur great outdoor,rollins,1990,
1459,1459,0679451145,island colorblind,w,1997,random
1460,1460,0060931213,dreamland,b kevin,2000,harpertorch
1461,1461,0553274422,incr journey,b sheila,1984,starfire
1462,1462,0684853779,bobo paradi new upper class got bargain price,b david,2000,simon
1463,1463,0394849558,ladi tramp disney wonder world read,walt,1997,random
1464,1464,0743225961,biker code wisdom ride,stuart,2002,simon
1465,1465,0141309199,slam alloy book,c ziegesar,2000,puffin
1466,1466,0425153061,maya first rose diari special love,k scot,1996,berkley
1467,1467,0380707799,borrow time aid memoir,paul,1990,avon
1468,1468,0060167688,year,susan,1993,harpercollin
1469,1469,0060812508,black boy american hunger record childhood youth,r wright,1993,harpercollin
1470,1470,0445205377,wild seed,b octavia,1988,warner
1471,1471,0553568779,wild kat kat colorado mysteri,k kijewski,1995,bantam
1472,1472,0380714868,katapult kat colorado mysteri,k kijewski,1992,avon
1473,1473,0345375351,show evil,william,1995,ballantine
1474,1474,0515121282,cold shoulder,l plante,1997,jove
1475,1475,0821765957,key west,c stella,2000,zebra
1476,1476,0060914289,egg,b macdonald,1987,perennial
1477,1477,0553581481,eleven day novel heartland,harstad,1999,bantam
1478,1478,0373709331,hitch taggart texa superrom nine hundr thirti three,james,2000,harlequin
1479,1479,0373217242,yuletid bride two novel one,f marie,2001,silhouette
1480,1480,0425174727,poirot investig hercul poirot mysteri paperback,christie,2000,berkley
1481,1481,014025644X,rice,tong,1996,penguin
1482,1482,0824817060,potiki talanoa contemporari pacif literatur,g patricia,1995,university
1483,1483,0670825212,thank appreci sweet nelli book thought sentiment token tradit past,p ross,1989,penguin
1484,1484,0066212901,samurai daughter,sujata,2003,harpercollin
1485,1485,0312287984,rashomon gate,j parker,2002,martin
1486,1486,0380732343,hammerhead ranch motel,tim,2001,harpertorch
1487,1487,0060093595,conquest,yxta,2002,rayo
1488,1488,0684872536,decemb six novel,c smith,2002,simon
1489,1489,0812574745,swell foop xanth,piers,2002,tor
1490,1490,0151003378,lost found dog cat everyday hero countri anim shelter,e hess,1998,harcourt
1491,1491,0060002433,son heaven novel,c terrence,2002,company
1492,1492,0553575287,graveyard dust benjamin januari paperback,b hambly,2000,bantam
1493,1493,1565123352,tamarind woman,rau,2002,hill
1494,1494,0312282060,murphi law mitch mitchel mysteri,b rhys,2001,martin
1495,1495,0060958111,extra virgin young woman discov italian riviera everi month enchant,hawes,2002,perennial
1496,1496,0671682849,dark angel,v,1989,pocket
1497,1497,0553066684,success choic ten step overachiev busi life,p rick,1997,broadway
1498,1498,0688160344,fall love,rainer,1999,company
1499,1499,0060925582,aspirin find headach,feldman,1994,perennial
1500,1500,0449909433,travel lizbeth three year road street,e lars,1994,ballantine
1501,1501,0937295353,happi birthday samantha springtim stori american girl collect,valerie,1987,company
1502,1502,1562470078,felic learn lesson school stori american girl collect paper,valerie,1991,company
1503,1503,0060520825,hidden life otto frank,lee,2003,william
1504,1504,0688177026,best friend,c mqp,2000,harperresource
1505,1505,0374527075,small place,j kincaid,2000,farrar
1506,1506,0064431290,georg shrink read rainbow,j william,2003,harpertrophy
1507,1507,0679749519,rememb babylon vintag intern,malouf,1994,vintage
1508,1508,0679745327,bright fall vintag contemporari,j mcinerney,1993,vintage
1509,1509,0679426612,rose,c smith,1996,random
1510,1510,0679722181,good soldier tale passion vintag intern,f madox,1989,vintage
1511,1511,1562827960,coff make black novel,sinclair,1994,hyperion
1512,1512,0684857022,date satan stori,r stacey,2000,scribner
1513,1513,0878575103,babi hazard sex make tini person nine month tool probabl around home,b dave,2000,rodale
1514,1514,0312290888,jane austen boca novel,c paula,2002,martin
1515,1515,0060958294,natur perenni classic,b malamud,2000,perennial
1516,1516,0671892673,place sea rememb,b sandra,1995,touchstone
1517,1517,0345440129,two woman novel friendship,f marianne,2001,ballantine
1518,1518,015600464X,ex utero harvest book,f laurie,1996,harvest
1519,1519,0140131604,leav home,g keillor,1992,penguin
1520,1520,068480123X,hou mirth,e wharton,1995,scribner
1521,1521,0156006197,millston,margaret,1998,harvest
1522,1522,0553110438,kid say darndest thing,b cosby,1998,bantam
1523,1523,0812217268,hou strand,maurier,2000,university
1524,1524,0679743839,barcelona,h robert,1993,vintage
1525,1525,156305115X,know grown,h jeanne,1991,workman
1526,1526,0671254308,number day touchston book,b myerhoff,1980,touchstone
1527,1527,0786012676,blood,rick,2002,zebra
1528,1528,0962500631,undutch observ netherland cultur inhabit,c white,1992,white
1529,1529,0345460391,saint sinner okay counti,dunbar,2003,ballantine
1530,1530,0525947302,famili trust,brown,2003,dutton
1531,1531,0312192428,blind item love stori,rettenmund,1998,martin
1532,1532,0451160436,i5 killer,rule,1988,penguin
1533,1533,0451407482,mama boy true stori serial killer mother,p richard,1997,onyx
1534,1534,0590442996,karen worst day babi sitter littl sister three,martin,1990,scholastic
1535,1535,0425129551,billi,whitley,1991,berkley
1536,1536,0060565519,take take novel suspen,k lauren,2004,ecco
1537,1537,0843951710,poss,j moore,2004,leisure
1538,1538,0451205758,matter grace nal accent novel,b jessica,2002,library
1539,1539,0061032212,sleepyhead,b mark,2003,avon
1540,1540,0553298186,summer monkey bantam starfir book,r wilson,1992,bantam
1541,1541,0970998716,dean koontz three complet novel dark river heart sole survivor inten,r,2001,bright
1542,1542,0786014555,dark masqu,j williamson,2001,pinnacle
1543,1543,0843951818,blood game,l richard,2003,leisure
1544,1544,0446602159,commit,b delinsky,1995,warner
1545,1545,084395275X,red angel,harper,2003,leisure
1546,1546,0743223128,ghost imag novel,g joshua,2002,simon
1547,1547,0312984618,black remembr,c thompson,2002,martin
1548,1548,0425181928,centuri great suspen stori,jeff,2001,crime
1549,1549,0345396065,sleeper,c lorenzo,1995,ballantine
1550,1550,0679419853,simpl plan,smith,1993,random
1551,1551,0062509586,essenti rumi,b coleman,1995,harpersanfrancisco
1552,1552,0064441075,sam minuteman read book three,b nathaniel,1987,harpertrophy
1553,1553,0842359249,strong child birth adolesc,c james,1992,living
1554,1554,0448095122,messag hollow oak nanci drew mysteri stori twelv,c keene,1972,grosset
